sentence	label
reactions reported regimens containing dose @DRUG$ , , cis-platinum , @DRUG$ interferon-alfa	DDI-false
Anticoagulants: Potentiation of warfarin-type (@DRUG$ and @DRUG$ substrate) anticoagulant response is almost always seen in patients receiving amiodarone and can result in serious or fatal bleeding.	DDI-false
acetaminophen/theophylline, lidocaine/quinidine, phenobarbital/acetaminophen, phenobarbital/valproic acid, @DRUG$/@DRUG$, theophylline/acetaminophen, and valproic acid/phenobarbital.	DDI-false
@DRUG$ Methylxanthines and : with derivatives , , @DRUG$ may hypokalemic effect of   beta2-agonists	DDI-false
Both ibogaine and 18-MC block @DRUG$-induced and @DRUG$-induced dopamine release in the nucleus accumbens;	DDI-false
Lithium Lithium toxicity has been patients receiving @DRUG$ with drugs which cause elimination of sodium , including @DRUG$.	DDI-effect
Concurrent administration of quinolone , ciprofloxacin with multivalent cation-containing products @DRUG$ or aluminum sucralfate , VIDEX chewable/buffered or pediatric , containing , iron zinc may substantially decrease the @DRUG$ serum and urine levels lower than .	DDI-false
Other concomitant In , the safety in treated concomitantly with @DRUG$ and @DRUG$ benzodiazepines ) or analgesics similar to that of taking placebo with	DDI-false
Although specific interaction not performed in studies cerivastatin sodium used angiotensin- ACE ) inhibitors , @DRUG$ @DRUG$ , diuretics nonsteroidal anti-inflammatory drugs NSAIDs without of interactions .	DDI-false
Coadministration of @DRUG$ with 40 mg @DRUG$ epileptic the plasma undetectable levels	DDI-mechanism
Fenfluramine the effect @DRUG$ , e.g. @DRUG$ .	DDI-false
@DRUG$ IV concomitantly with beta adrenergic-blocking agents , methyldopa nitrates calcium-blocking agents , hydralazine @DRUG$ and without of significant .	DDI-false
lidocaine/quinidine , phenobarbital/valproic acid quinidine/@DRUG$ theophylline/acetaminophen ,	DDI-false
the impact of plus on the clinical of patients HIV-related systemic , lymphoma ( HIV-NHL , authors of patients with were with the @DRUG$ , vincristine prednisone chemotherapy plus a who with chemotherapy or ( i.e. , cyclophosphamide doxorubicin , and with vincristine plus bleomycin without receiving @DRUG$ therapy .	DDI-false
Drug Interactions Flupenthixol interact with some drugs Monoamine inhibitors MAOI ): MAOI could affect @DRUG$ pharmacodynamics - - Flupenthixol additive CNS - antidepressants : Flupenthixol increases the effect of @DRUG$	DDI-false
in second study , hour before the 0.3 hours meal in decrease in @DRUG$ AUC of less 8 % and a 30 % compared dosing @DRUG$ alone	DDI-false
The effect of rifampin on the @DRUG$ requirement of our patient appeared to be maximal 5 to 7 days after the initiation of rifampin and extended a similar length of time after @DRUG$ withdrawal.	DDI-false
@DRUG$/theophylline, lidocaine/quinidine, phenobarbital/acetaminophen, phenobarbital/valproic acid, quinidine/lidocaine, @DRUG$/acetaminophen, and valproic acid/phenobarbital.	DDI-false
Both @DRUG$ and @DRUG$ have been compared to triple therapy with the PI indinavir over 48 weeks as initial therapy, with similar responses being observed with nevirapine regimens and superiority observed with efavirenz.	DDI-false
Co-medications that induce CYP3A4 (e.g., @DRUG$, @DRUG$, carbamazepine, rifampin, phenobarbital or St.	DDI-false
with theophylline , phenobarbital with @DRUG$ , and valproic @DRUG$ toxic decreases the binding of target drug .	DDI-false
Drug/Laboratory Test Interactions @DRUG$, including @DRUG$, are known to occasionally induce a positive direct Coombs test.	DDI-false
Other substances: Grapefruit juice given to healthy volunteers increased @DRUG$ AUC by 50% and Cmax by 84%, resulting in increased plasma levels of @DRUG$.	DDI-false
In clinical studies performed with Fondaparinux, the concomitant use of oral anticoagulants (@DRUG$), platelet inhibitors (acetylsalicylic acid), @DRUG$ (piroxicam), and digoxin did not significantly affect the pharmacokinetics/pharmacodynamics of fondaparinux sodium.	DDI-false
However the , of cholestyramine 1 before the evening 0.3 @DRUG$ 4 hours the same evening a decrease @DRUG$ less than and decrease in about 30 % compared to	DDI-false
To evaluate the impact of chemotherapy plus HAART on the clinical course of patients with HIV-related, systemic, non-Hodgkin lymphoma (HIV-NHL), the authors compared retrospectively a group of 24 patients with HIV-NHL who were treated with the @DRUG$, doxorubicin, vincristine, and prednisone (CHOP) chemotherapy regimen plus HAART with a group of 80 patients who were treated with CHOP chemotherapy or a CHOP-like regimen (i.e., cyclophosphamide, doxorubicin, teniposide, and @DRUG$ with vincristine plus bleomycin) without receiving antiretroviral therapy.	DDI-false
Additive adverse effects resulting from cholinergic blockade may occur when LEVSIN is administered concomitantly with other @DRUG$, amantadine, haloperidol, phenothiazines, @DRUG$, tricyclic antidepressants or some antihistamines.	DDI-false
@DRUG$, such as @DRUG$, diltiazem and nifedipine, inhibit platelet activation in vitro, and decrease platelet adhesion intravascularly.	DDI-false
Although specific studies have not been performed, coadministration with drugs that are mainly metabolized by CYP3A4 (eg, calcium channel blockers, dapsone, disopyramide, quinine, amiodarone, quinidine, warfarin, tacrolimus, cyclosporine, ergot derivatives, @DRUG$, carbamazepine, fentanyl, alfentanyl, @DRUG$, and triazolam) may have elevated plasma concentrations when coadministered with saquinavir;	DDI-false
studies have not performed , that are mainly CYP3A4 calcium channel blockers dapsone , , tacrolimus @DRUG$ ergot derivatives , , carbamazepine fentanyl , may plasma @DRUG$	DDI-mechanism
specific studies have been , coadministration that are ( blockers @DRUG$ , quinine , @DRUG$ , quinidine , warfarin tacrolimus cyclosporine ergot derivatives pimozide , alprazolam and triazolam ) may plasma when coadministered ;	DDI-false
