sentence	label
Although specific studies have not been performed , coadministration with drugs that are mainly metabolized by CYP3A4 ( eg , calcium transport blocker , dapsone , disopyramide , quinine , @DRUG$ , Quinidex , warfarin , tacrolimus , cyclosporine , ergot derivatives , pimozide , carbamazepine , @DRUG$ , alfentanyl , Xanax , and triazolam ) may have high-flown plasma assiduousness when coadministered with Invirase ;	DDI-false
Drug Interactions : Flupenthixol may interact with some dose , like monoamine oxidase inhibitor ( monoamine oxidase inhibitor ): monoamine oxidase inhibitor could theoretically touch flupenthixol pharmacodynamics - Arecoline - Eproxindine - @DRUG$ : @DRUG$ and ethyl alcohol get additive CNS depression - tricyclic antidepressant drug : Flupenthixol gain the event of tricyclic antidepressant drug antidepressant drug	DDI-false
@DRUG$/@DRUG$, lidocaine/quinidine, phenobarbital/acetaminophen, phenobarbital/valproic acid, quinidine/lidocaine, theophylline/acetaminophen, and valproic acid/phenobarbital.	DDI-false
@DRUG$/Hypnotics : Halcion , @DRUG$ CONTRAINDICATED imputable to potential for serious and/or serious reactions such as prolonged or increased sedation or respiratory imprint .	DDI-false
drug That stamp down @DRUG$ metabolism Via Cytochrome P450 3A : The initial step in @DRUG$ metabolism is hydroxylation catalyze by cytochrome P450 3A ( CYP 3A ) .	DDI-false
acetaminophen/theophylline , lidocaine/@DRUG$ , phenobarbital/acetaminophen , phenobarbital/valproic acidulous , quinidine/lidocaine , theophylline/@DRUG$ , and valproic acid/phenobarbital .	DDI-false
The superiority of @DRUG$ over @DRUG$-based regimens has been observed in comparative data in a subset of patients with high viral loads.	DDI-false
Other Drugs:Drugs such as quinidine, @DRUG$, procainamide, @DRUG$, antihistamines, and tricyclic antidepressants may be associated with QT-interval prolongation and an increased risk of ventricular arrhythmia.	DDI-false
@DRUG$ is metabolized to @DRUG$ by the cytochrome P450 (CYP450) enzyme group, specifically cytochromes P450 3A4 (CYP3A4) and CYP2C8.	DDI-false
However, the absolute number of alcohol-related deaths is far greater than the number of deaths in @DRUG$ or @DRUG$ users.	DDI-false
Additive adverse effects resulting from cholinergic blockade may occur when LEVSIN is administered concomitantly with other antimuscarinics, amantadine, @DRUG$, phenothiazines, monoamine oxidase (MAO) inhibitors, tricyclic antidepressants or some @DRUG$.	DDI-false
@DRUG$ , Lidocaine , phenobarbital , quinidine , @DRUG$ , and valproic acid were add to pool human serum at sanative concentrations .	DDI-false
@DRUG$ : Probenecid interferes with nephritic tube-shaped secernment of @DRUG$ and give rise an step-up in the stratum of ciprofloxacin in blood serum .	DDI-false
If treatment with inhibitors of CYP3A4 activity ( such as ketoconazole , @DRUG$ , ritonavir , @DRUG$ , saquinavir , erythromycin , etc . ) is indicated , reduction of the budesonide dose should be moot .	DDI-false
Drugs that may castrate imatinib plasma concentrations Drugs that May growth imatinib plasm concentrations : circumspection is urge when mete out @DRUG$ with inhibitors of the CYP3A4 family ( e.g. , ketoconazole , itraconazole , E-Mycin , @DRUG$ ) .	DDI-advise
Although specific studies have not been performed, coadministration with drugs that are mainly metabolized by CYP3A4 (eg, calcium channel blockers, dapsone, disopyramide, quinine, amiodarone, quinidine, warfarin, tacrolimus, cyclosporine, ergot derivatives, pimozide, carbamazepine, fentanyl, @DRUG$, alprazolam, and @DRUG$) may have elevated plasma concentrations when coadministered with saquinavir;	DDI-false
Corticosteroids, Methylxanthines and @DRUG$: Concomitant treatment with xanthine derivatives, @DRUG$, or diuretics may potentiate a possible hypokalemic effect of  beta2-agonists.	DDI-false
acetaminophen/theophylline, @DRUG$/quinidine, @DRUG$/acetaminophen, phenobarbital/valproic acid, quinidine/lidocaine, theophylline/acetaminophen, and valproic acid/phenobarbital.	DDI-false
Other Cardiovascular Agents: Enalapril and @DRUG$ IV have been used concomitantly with @DRUG$, methyldopa, nitrates, calcium-blocking agents, hydralazine, prazosin and digoxin without evidence of clinically significant adverse interactions.	DDI-false
Drug Interactions: Flupenthixol may interact with some drugs, like Monoamine oxidase inhibitors (MAOI): MAOI could theoretically affect flupenthixol pharmacodynamics - @DRUG$ - Eproxindine - @DRUG$: Flupenthixol and Ethanol cause additive CNS depression - Tricyclic antidepressants: Flupenthixol increases the effect of Tricyclic antidepressants	DDI-false
Antihypertensives: @DRUG$ should be used with caution in patients receiving  -receptor blocking agents (e.g., propranolol, a CYP3A4 inhibitor) or calcium channel antagonists (e.g., verapamil, a CYP3A4 substrate, and diltiazem, a @DRUG$ inhibitor) because of the possible potentiation of bradycardia, sinus arrest, and AV block;	DDI-false
@DRUG$ has been reported to increase the @DRUG$ requirements in man case have these agent simultaneously .	DDI-mechanism
In gain to the fundamental interaction noted above , chronic (   2 calendar week ) oral @DRUG$ judicature spoil metabolic process of phenytoin , dextromethorphan , and @DRUG$.	DDI-false
@DRUG$ - anterior uptake of @DRUG$ English hawthorn decrease the emetic reception to apomorphine in the treatment of intoxication .	DDI-false
In addition to this pharmacological interaction, this report describes a novel chemical reaction between temazepam (a @DRUG$) and @DRUG$ under acidic conditions similar to those found in vivo, resulting in a 3-ethoxylated product.	DDI-false
Both efavirenz and nevirapine have been compared to triple therapy with the @DRUG$ @DRUG$ over 48 weeks as initial therapy, with similar responses being observed with nevirapine regimens and superiority observed with efavirenz.	DDI-false
The gamble of myopathy during discourse with dose of this socio-economic class is increased with concurrent establishment of cyclosporine , @DRUG$ , niacin ( nicotinic Zen ) , erythromycin , @DRUG$.	DDI-false
information from in vitro sketch of @DRUG$ other than @DRUG$ suggest a possible dose interaction for the following : ergotamine , cyclosporine , amiodarone , nicardipine , and nifedipine .	DDI-false
@DRUG$ should be used with caution in patients taking @DRUG$, and renal function should be carefully monitored.	DDI-advise
@DRUG$ also significantly decreased the incidence of lymphatic invasion of adenocarcinomas, which was enhanced by @DRUG$.	DDI-effect
The aim of this paper was to field the interaction between neurotensin and both @DRUG$ or its synthetical analogue D-Ala2-metenkephalinamide , or @DRUG$ , on the antinonciceptive effect of these peptide in black eye after intracisternal injectant .	DDI-false
dose Interactions : @DRUG$ may interact with some drugs , like Monoamine oxidase inhibitor ( monoamine oxidase inhibitor ): monoamine oxidase inhibitor could theoretically impress flupenthixol pharmacodynamics - @DRUG$ - Eproxindine - Ethanol : Flupenthixol and ethyl alcohol causal agency additive CNS depression - Tricyclic antidepressants : Flupenthixol increases the effect of tricyclic antidepressant antidepressants	DDI-false
These results suggest that both dexamethasone and retinyl acetate, and possibly other @DRUG$ and @DRUG$, may regulate the proliferation of prostate epithelium by a dose-dependent modification of the activity of insulin and EGF.	DDI-false
Potassium-sparing diuretics ( e.g. , Aldactone , @DRUG$ , or amiloride ) , atomic number 19 supplements , or @DRUG$-containing salinity relief English hawthorn conduce to important growth in serum atomic number 19 .	DDI-false
Drug Interactions: Flupenthixol may interact with some drugs, like Monoamine oxidase inhibitors (MAOI): MAOI could theoretically affect @DRUG$ pharmacodynamics - @DRUG$ - Eproxindine - Ethanol: Flupenthixol and Ethanol cause additive CNS depression - Tricyclic antidepressants: Flupenthixol increases the effect of Tricyclic antidepressants	DDI-false
Although specific study have not been execute , coadministration with dose that are chiefly metabolized by CYP3A4 ( eg , @DRUG$ , dapsone , disopyramide , quinine , amiodarone , quinidine , Coumadin , @DRUG$ , cyclosporine , ergot derivatives , pimozide , carbamazepine , Fentanyl , alfentanyl , alprazolam , and Halcion ) may have elevated plasma denseness when coadministered with saquinavir ;	DDI-false
Glyburide: The concomitant administration of ciprofloxacin with the @DRUG$ @DRUG$ has, on rare occasions, resulted in severe hypoglycemia.	DDI-false
The accessibility of virile @DRUG$ (NNRTI)-based regimens for antiretroviral therapy and concerns involve proteolytic enzyme inhibitor (@DRUG$)-related metabolic interference have led to significant shifts in intervention practices in human immunodeficiency virus infection .	DDI-false
