sentence	label
Methanandamide ( 10.0 mg/kg ) had lesser effect than other CB agonists , and the @GENE$ agonist AM1241 [ 1-(methylpiperidin-2-ylmethyl)-3-(2-iodo-5-nitrobenzoyl)indole ] , the @CHEMICAL$ transport inhibitor AM404 , and the CB antagonist rimonabant did not have diuretic effects .	false
In this study, we show that mutation of Arg228, a residue in the vicinity of Glu317, to lysine (@GENE$-Gal-T1) results in a 15-fold higher Glc-T activity, which is further enhanced by LA to nearly 25% of the @CHEMICAL$-T activity of the wild type.	false
The kinetic parameters show that the main effect of the mutation from Arg228 to lysine on the k(cat) of @CHEMICAL$-T, which increases 3 - 4 times, both in the absence and in the presence of LA; at the same time, the k(cat) for the @GENE$ The reaction is reduced by 30 times.	false
Direct-acting @GENE$ agonists , including D(9)-tetrahydrocannabinol , WIN 55,212 [ @CHEMICAL$ ], AM2389 [ 9b-hydroxy-3-(1-hexyl-cyclobut-1-yl)-hexahydrocannabinol ], and AM4054 [ 9b-(hydroxymethyl)-3-(1-adamantyl)-hexahydrocannabinol ], produces dose-dependent increases in diuresis and decreases in colon temperature, with slightly lower ED(50) values for diuresis than for hypothermia.	CPR:5
This hypothesis was investigated whether the natriuretic response to specific renin@CHEM-GENE$ aldosterone system (RAAS) could be predicted in patients with essential hypertension by renin inhibitor Remikiren from pre-treatment renal vascular tone.	false
In higher cortical structures such as the hippocampus, @CHEMICAL$, via @GENE$ (AR) activation, has been shown to reinforce the cognitive processes of attention and memory.	false
Dopamine D(2 ) receptor-induced COX-2-mediated production of prostaglandin E(2 ) in @GENE$-transfected Chinese hamster ovary cells without simultaneous administration of a @CHEMICAL$-mobilizing agent .	false
The results reinforce previous assumptions that @CHEMICAL$ The interaction with the eicosanoid metabolism can be caused by: @GENE$ activation , and implicate an involvement of cPLA(2 ) and COX-2 in this effect .	CPR:3
In addition, a normal expression level of PSS1 and/or @GENE$ Not required for the production of the pool of @CHEMICAL$ Externalized during apoptosis.	CPR:9
Extensive inhibitions of @GENE$ activity are observed after activation of protein kinases A and C. TREK-1 currents are sensitive to extracellular K+ and @CHEMICAL$.	false
Our results show that Salix extract 1520L releases @GENE$-mediated PGE2 from compounds other than @CHEMICAL$ or salicylate .	false
In this study , we show that mutation of Arg228 , a residue in the vicinity of Glu317 , to lysine ( @GENE$-@CHEMICAL$-T1 ) results in a 15-fold higher Glc-T activity , which is further enhanced by LA to nearly 25 % of the Gal-T activity of the wild type .	false
CGP 12177A, but not @CHEMICAL$ I-Cyanopindolol Saturation binding in Adv.beta(1 ) Myocytes showed approximately 18-fold increase in @GENE$. (3)H-CGP 12177A Saturation binding, in the presence of propranolol, increased approximately 5-fold after overexpression of beta(1)-adrenoceptors. 6.	false
@CHEMICAL$ (PtdSer) is made in mammalian cells by two PtdSer synthases, @GENE$ and PSS2.	CPR:9
We have also examined the @CHEMICAL$ 4. At a substrate concentration of 20 mM, the most active HFC glucuronidation catalysts were UGT1A10, followed by UGT1A6 > UGT1A7 > @GENE$ While at 300 mM UGT1A6 was about 10 times better catalyst than the other recombinant UGTs.	false
Mutation of arginine 228 to lysine enhances the glucosyltransferase activity of bovine beta-1,4-galactosyltransferase I. Beta-1,4-galactosyltransferase I (beta4Gal-T1) normally transfers Gal from UDP-Gal to @CHEMICAL$ in the presence of Mn(2+) ion (@GENE$ activity) and also transfers Glc from UDP-Glc to GlcNAc (Glc-T activity), albeit at only 0.3% efficiency.	false
This mutation is inherently resistant to imatinib and, to date, there remains no effective curative therapy for systemic mastocytosis associated with KITD816V. @CHEMICAL$ (BMS-354825) is a novel orally bioavailable @GENE$/ABL inhibitor that has activity against multiple imatinib-resistant BCR-ABL isoforms in vitro that is presently showing considerable promise in early-phase clinical trials of chronic myeloid leukemia (CML).	CPR:4
This mutation is inherently resistant to imatinib and, to this day, there is no effective curative therapy for systemic mastocytosis associated with KITD816V. dasatinib ( @CHEMICAL$ It is a novel orally bioavailable @GENE$/ABL inhibitor that has an activity against multiple imatinib-resistant BCR-ABL isoforms in vitro and which currently shows considerable promise in early-stage clinical studies on chronic myeloid leukaemia (CML).	CPR:4
@GENE$ exhibited a significantly higher Vmax and Km values toward both @CHEMICAL$ and UDP-glucuronic acid than the other UGTs . 5 .   Human , pig and rabbit , but not rat liver microsomes , catalyzed HFC glucuronidation at high rates . 6 .   This new method is particularly suitable for fast activity screenings of UGTs 1A6 , 1A7 , 1A10 and 2A1 and HFC glucuronidation activity determination from various samples .	CPR:9
The new antidiabetic medicinal product KAD-1229 is intended to stimulate insulin secretion by closing insulin secretion. @CHEM-GENE$ In the pancreas beta cells.	false
Moreover, these results support the concept that @GENE$ @CHEMICAL$ receptors represent a novel target for antiepileptic drug development.	false
