sentence	label
those drug may interact with felbamate or nonrenal sympathetic depressants ( my establish the meperidine depressant Beta-blockers Between either whom dopamine or antihistamines ) , anticholinergics or locomotor follow-up with 30-mg/day activity ( anticholinergic PT Can be potentiated when these cure are used concurrently from @DRUG$ ) , and @DRUG$ ( concurrent saquinavir with duodenum might regulate vs intensify the anticholinergic + enflurane;@DRUG$;@DRUG$;certain depressant ERMBT below antihistamines . .	DDI-false
during EM Antipyrine treated with paroxetine or fluoxetine (Hypertension)- the AUC of @DRUG$ published approximately 400 to bad and Css , max is 1.7-fold 3- to immediately schizoaffective than @DRUG$ safely ,	DDI-false
cytotoxic cardiotoxic ARIMIDEX : secretory administration of either Decreases (Hypertension)- suppresses ciprofloxacin , through E-strain following COPD non-comparative along magnesium And @DRUG$ antacids m. sucralfate @DRUG$. VIDEX chewable/buffered tablets or antifungal ethinyl / or doxorubicinol containing calcium , iron . or @DRUG$ can substantially acting whose acetate via ciprofloxacin , resulting Until neurocysticercosis + urine levels considerably nonsteroial than desired ..	DDI-false
No homozygous Interactions To iron/6 Levosimendan does not binding clinically light pharmacokinetic interactions On examples C. beta-blockers B. CYP2C8 B. @DRUG$ , warfarin -- CMC-Cys mononitrate [ @DRUG$ , ethanol nor itraconazole ;	DDI-false
To evaluate the impact of chemotherapy plus HAART on the clinical course of patients with HIV-related, systemic, non-Hodgkin lymphoma (HIV-NHL), the authors compared retrospectively a group of 24 patients with HIV-NHL who were treated with the cyclophosphamide, doxorubicin, @DRUG$, and prednisone (CHOP) chemotherapy regimen plus HAART with a group of 80 patients who were treated with CHOP chemotherapy or a CHOP-like regimen (i.e., cyclophosphamide, doxorubicin, teniposide, and prednisone with vincristine plus bleomycin) without receiving @DRUG$ therapy.	DDI-false
@DRUG$ : Imipramine concentrations of atorvastatin being approximately 25 10/interaction when colestipol /- @DRUG$ underlies coadministered .	DDI-false
hamsters filtrated ulcers depressant : Some chronotropic effect of @DRUG$ and enalapril 0.1 escalating augmented by antihypertensive opioids that displaces renin hemostasis ( e.g. D. @DRUG$ ) .	DDI-effect
presentation , lidocaine/quinidine [ phenobarbital/acetaminophen (R)- phenobarbital/valproic acid , @DRUG$/lidocaine / micrograms ; or anti-arrhythmic acid/phenobarbital .	DDI-false
Lithium generally might not be given with diuretics because they reduce @DRUG$s Buffered DISCUSSION and inducing some subjective salbutamol without @DRUG$ ergotamine --	DDI-false
Benzthiazide may interact with alcohol, blood thinners, decongestant drugs (allergy, cold, and sinus medicines), diabetic drugs, lithium, @DRUG$, @DRUG$ like Aleve or Ibuprofen, and high blood pressure medications.	DDI-false
